GeneID,Chromosome,Peak_Start,Peak_End,Strand,,
SNORA17,chr1,120350238,120350441,+,,
Clasp1,chr1,120350238,120350441,+,,
Rest,chr5,77674468,77675884,+,,
Cdk6,chr5,3500663,3504423,+,,
St3gal5,chr6,72089639,72091301,+,,
Tnfrsf1b,chr4,144843658,144845366,+,,
Katna1,chr10,7445424,7446660,+,,
Wdfy4,chr14,34002384,34005214,+,,
Emr1,chr17,57486452,57486729,+,,
Ssbp4,chr8,73132178,73136462,+,,
Chst10,chr1,38959539,38959725,+,,
Irf4,chr13,30840509,30843926,+,,
D930015E06Rik,chr3,83843057,83843367,+,,
Fam83f,chr15,80511690,80512460,+,,
Hivep3,chr4,119704988,119705308,+,,
Tank,chr2,61431394,61432251,+,,
Ly6e,chr15,74758953,74766336,+,,
Tal1,chr4,114727543,114731994,+,,
Rab20,chr8,11464035,11464184,+,,
Insm1,chr2,146044853,146047557,+,,
Fignl1,chr11,11688407,11688952,+,,
Stk4,chr2,163903759,163905392,+,,
Elk3,chr10,92771881,92773966,+,,
Icosl,chr10,77548970,77550673,+,,
5031414D18Rik,chr14,75417643,75418235,+,,
Psma6,chr12,56490148,56491788,+,,
Grasp,chr15,101076570,101077470,+,,
Slc15a3,chr19,10916779,10916971,+,,
4932442E05Rik,chr10,118241773,118241942,+,,
2610101N10Rik,chr9,95412423,95412576,+,,
Gm17504,chr7,73330082,73330541,+,,
Gm16181,chr17,35354721,35357514,+,,
Nfkbil1,chr17,35354721,35357514,+,,
Nkx2-3,chr19,43685596,43691273,+,,
Gm20467,chr19,43685596,43691273,+,,
H2-Aa,chr17,34421458,34426232,+,,
Lrmp,chr6,145069990,145071401,+,,
Arhgap26,chr18,38790459,38792553,+,,
9630014M24Rik,chr18,38790459,38792553,+,,
Dusp4,chr8,35685582,35686167,+,,
Arhgap30,chr1,173318664,173320520,+,,
Pvrl4,chr1,173318664,173320520,+,,
U6,chr16,55636812,55637347,+,,
Lrrc8c,chr5,105947658,105948091,+,,
AC132253.2,chr19,10010463,10014626,+,,
Rnf138,chr18,21159442,21160124,+,,
Gm12865,chr4,118672116,118672455,+,,
Gm12862,chr4,118672116,118672455,+,,
Gm12678,chr4,44951572,44951823,+,,
Grap,chr11,61474364,61474619,+,,
SNORA4,chr3,143336995,143338524,+,,
AC141471.1,chr18,36090008,36090216,+,,
Aff1,chr5,104181496,104183665,+,,
Mybpc2,chr7,51780635,51783637,+,,
Spib,chr7,51780635,51783637,+,,
AI480653,chr16,31066730,31067299,+,,
Lrp11,chr10,7319629,7321039,+,,
Eef1a1,chr9,78336569,78336967,+,,
Clcf1,chr19,4213191,4214800,+,,
Ciita,chr16,10497587,10498829,+,,
Zbtb34,chr2,33286894,33287460,+,,
Tead2,chr7,52488984,52489531,+,,
Cd37,chr7,52488984,52489531,+,,
Ccr7,chr11,99029396,99029769,+,,
Rhof,chr5,123577145,123580223,+,,
Gm17627,chr5,123577145,123580223,+,,
Slc12a3,chr8,96889171,96890210,+,,
Mdfic,chr6,15791582,15791827,+,,
Slamf6,chr1,173845851,173846572,+,,
Timm8a2,chr14,122456116,122456258,+,,
A930007I19Rik,chr19,29557628,29563072,+,,
Gpr132,chr12,114104025,114105984,+,,
Arhgap24,chr5,102910392,102910752,+,,
Laptm5,chr4,130468730,130472931,+,,
Tfeb,chr17,47905727,47905971,+,,
B630005N14Rik,chr6,13641659,13641926,+,,
Creb1,chr1,64578386,64579712,+,,
4930597A21Rik,chr11,44388485,44388599,+,,
AC153658.1,chr12,70576224,70576601,+,,
Prkcd,chr14,31420978,31421819,+,,
Gfod1,chr13,43363811,43365101,+,,
Smap2,chr4,120687282,120688921,+,,
Ankrd55,chr13,113188345,113188654,+,,
Ccnh,chr13,85328854,85329173,+,,
Maff,chr15,79177386,79179717,+,,
Csnk1g3,chr18,54062565,54063787,+,,
Gm20388,chr8,123641830,123643291,+,,
Foxc2,chr8,123641830,123643291,+,,
Phldb1,chr9,44542321,44543312,+,,
1700021K19Rik,chr16,32861397,32862850,+,,
Pip5k1c,chr10,80759602,80762621,+,,
1110002J07Rik,chr10,66326923,66328193,+,,
Rab21,chr10,114751570,114752203,+,,
Gm20388,chr8,123225676,123226004,+,,
Mir3100,chr7,19669834,19670060,+,,
Dmpk,chr7,19669834,19670060,+,,
Arhgef3,chr14,28168033,28169760,+,,
Leo1,chr9,75281852,75282928,+,,
Mnd1,chr3,83873135,83873718,+,,
Slc25a19,chr11,115492401,115492556,+,,
Ube2e3,chr2,78708488,78708984,+,,
Ube2i,chr17,25409499,25411027,+,,
Swap70,chr7,117385188,117387181,+,,
U6,chr1,182756849,182758057,+,,
Atad1,chr19,32787161,32787345,+,,
H3f3b,chr11,115884673,115886081,+,,
Egr3,chr14,70474216,70476830,+,,
Gm15569,chr15,86012657,86013497,+,,
Cerk,chr15,86012657,86013497,+,,
Bcor,chrX,11712273,11712414,+,,
2900008C10Rik,chrX,11712273,11712414,+,,
Gpr133,chr5,129583350,129583764,+,,
U1,chr11,87235778,87236873,+,,
Tex14,chr11,87235778,87236873,+,,
Bcar3,chr3,122105180,122107976,+,,
Mcl1,chr3,95462210,95464439,+,,
Gm20531,chr6,124682984,124683284,+,,
Ptpn6,chr6,124682984,124683284,+,,
A430110L20Rik,chr1,183160674,183161328,+,,
Ifi30,chr8,73289177,73291016,+,,
Slamf6,chr1,173850238,173851849,+,,
Pou2f2,chr7,25917503,25917841,+,,
Irf1,chr11,53582932,53583546,+,,
RP24-312B12.1,chr7,25917503,25917841,+,,
Tgfbr2,chr9,116128114,116129135,+,,
A830007P12Rik,chr2,25048833,25052528,+,,
Zfp622,chr15,25913986,25914172,+,,
7SK,chr16,84585442,84585516,+,,
RP23-406N5.8,chr4,147182615,147182826,+,,
Gm13157,chr4,147182615,147182826,+,,
Plcl2,chr17,50713635,50713825,+,,
Ncf4,chr15,78078016,78078414,+,,
Gem,chr4,11631319,11631664,+,,
2810474O19Rik,chr6,149256351,149256793,+,,
Vasp,chr7,19851358,19851568,+,,
Cd83,chr13,43882445,43885565,+,,
Gh,chr11,106166424,106167416,+,,
Jarid2,chr13,44895015,44896353,+,,
Smg7,chr1,154748941,154752130,+,,
Chst11,chr10,82447682,82447996,+,,
Il4ra,chr7,132695207,132696325,+,,
H2-Eb1,chr17,34441670,34441935,+,,
Gm20513,chr17,34441670,34441935,+,,
Lrch1,chr14,75336164,75336884,+,,
Hspa4l,chr3,40549411,40550532,+,,
A930011G23Rik,chr5,99842955,99843545,+,,
Pebp4,chr14,70461917,70462362,+,,
Tmem173,chr18,35898254,35898723,+,,
Tmem17,chr11,22412352,22413096,+,,
Jarid2,chr13,44635826,44636324,+,,
Gm10840,chr11,106020603,106021008,+,,
Limd2,chr11,106020603,106021008,+,,
Tgif2,chr2,156665455,156666531,+,,
Gm14230,chr2,156665455,156666531,+,,
Exoc2,chr13,30923173,30924215,+,,
Eya1,chr1,14493470,14494917,+,,
Gm15247,chrX,166427555,166429838,+,,
Mid1,chrX,166427555,166429838,+,,
Tmem138,chr19,10654429,10656182,+,,
Cybasc3,chr19,10654429,10656182,+,,
Cdkn2a,chr4,88927033,88929026,+,,
Zfp295,chr16,98182482,98184125,+,,
Fchsd2,chr7,108220706,108221480,+,,
Mogat1,chr1,78533418,78535523,+,,
Snord88c,chr7,51500999,51502849,+,,
Snord88a,chr7,51500999,51502849,+,,
SNORD88,chr7,51500999,51502849,+,,
2410002F23Rik,chr7,51500999,51502849,+,,
Ublcp1,chr11,44283820,44284051,+,,
Parp1,chr1,182471095,182471625,+,,
Pigt,chr2,164347204,164347606,+,,
Prkg1,chr19,31412495,31412609,+,,
Fam65b,chr13,24705407,24705908,+,,
Dnajb14,chr3,137528581,137529041,+,,
H2afz,chr3,137528581,137529041,+,,
Pik3cd,chr4,149069739,149072280,+,,
Lta,chr17,35346574,35347575,+,,
Zfp608,chr18,55145301,55152476,+,,
Gm4221,chr18,55145301,55152476,+,,
Tmprss6,chr15,78279510,78280953,+,,
Gm17270,chr18,55145301,55152476,+,,
Nsun6,chr2,14975281,14976836,+,,
Arl5b,chr2,14975281,14976836,+,,
Bdkrb1,chr12,106834769,106836063,+,,
Elovl5,chr9,77757677,77759852,+,,
Ccr7,chr11,98993668,98994030,+,,
Eif2c2,chr15,72992561,72992943,+,,
Irak2,chr6,113611255,113611731,+,,
Sdhaf1,chr7,31107238,31108344,+,,
E130208F15Rik,chr7,31107238,31108344,+,,
Myo1g,chr11,6422859,6423179,+,,
Bcl2l1,chr2,152651387,152651797,+,,
B4galt5,chr2,167209028,167209689,+,,
Stard7,chr2,127140300,127140429,+,,
2610028E06Rik,chr4,125638774,125640854,+,,
Foxo1,chr3,52247816,52248135,+,,
Agpat3,chr10,77760261,77762316,+,,
Etv6,chr6,134170337,134170545,+,,
Tbl1xr1,chr3,21859665,21861265,+,,
Slc15a3,chr19,10919233,10920398,+,,
Il2ra,chr2,11573360,11573938,+,,
AC131596.1,chr10,95793816,95794008,+,,
Rgs1,chr1,146177103,146178087,+,,
Gpr132,chr12,114098944,114099240,+,,
Erbb2ip,chr13,104710370,104710545,+,,
Fbxo30,chr10,11000147,11001051,+,,
4930432B10Rik,chr10,11000147,11001051,+,,
9930022D16Rik,chr11,109281296,109281745,+,,
Rad51l1,chr12,80940597,80942546,+,,
Abcg1,chr17,31176677,31176764,+,,
Gm11932,chr4,32337775,32337919,+,,
Bach2,chr4,32337775,32337919,+,,
Ifnar1,chr16,91485069,91485352,+,,
Ncor2,chr5,125532242,125533517,+,,
Eif1ad,chr19,5365749,5367653,+,,
Banf1,chr19,5365749,5367653,+,,
Vrk2,chr11,26540392,26540703,+,,
Fam50b,chr13,34796323,34797590,+,,
Zfp429,chr13,67500325,67501065,+,,
Ccdc50,chr16,27387411,27389275,+,,
Psme1,chr14,56196774,56198659,+,,
Gm15932,chr14,56196774,56198659,+,,
Zc3h12a,chr4,124803972,124805463,+,,
R74862,chr7,150224087,150224863,+,,
Wasf1,chr10,40603677,40606498,+,,
Cdc40,chr10,40603677,40606498,+,,
Itpr1,chr6,108486630,108487303,+,,
Cd83,chr13,43862919,43863299,+,,
Zfp456,chr13,67476598,67476814,+,,
Zbtb6,chr2,37298203,37298894,+,,
Zbtb26,chr2,37298203,37298894,+,,
Rabgap1,chr2,37298203,37298894,+,,
Phc2,chr4,128411714,128413128,+,,
Sp9,chr2,73106479,73107305,+,,
Hmga1,chr17,27692605,27693816,+,,
Gm20388,chr8,122856574,122857071,+,,
Plekhm1,chr11,103273792,103275772,+,,
Ppp1r16b,chr2,158492257,158492820,+,,
Ermap,chr4,118854127,118854760,+,,
B4galnt1,chr10,126599681,126603574,+,,
Sipa1,chr19,5660910,5663415,+,,
Irf2,chr8,47824465,47825973,+,,
Gm16675,chr8,47824465,47825973,+,,
Tpd52,chr3,8981907,8983466,+,,
Egr1,chr18,35018641,35022827,+,,
Tle3,chr9,61070122,61070375,+,,
7SK,chr12,88160224,88160424,+,,
C330018D20Rik,chr18,57140386,57141161,+,,
Ninj1,chr13,49282880,49283738,+,,
7SK,chr18,32471410,32471528,+,,
Snx29,chr16,11385900,11386198,+,,
Gm15326,chr13,112656791,112659457,+,,
Rasgrp1,chr2,117154337,117154613,+,,
Bach1,chr16,87661141,87661942,+,,
Grap,chr11,61470119,61471431,+,,
Mrps18a,chr17,46210889,46211140,+,,
Nab1,chr1,52557638,52557815,+,,
Prkci,chr3,30960185,30960584,+,,
U6,chr11,68886549,68887467,+,,
Snord118,chr11,68886549,68887467,+,,
Plcxd2,chr16,46009909,46011246,+,,
Gm12306,chr11,68886549,68887467,+,,
Dennd3,chr15,73342663,73344936,+,,
Tmem107,chr11,68886549,68887467,+,,
AC141471.1,chr18,36086494,36088107,+,,
Tada1,chr1,168309190,168309596,+,,
Birc3,chr9,7867911,7869869,+,,
Adrbk1,chr19,4303413,4306490,+,,
Rasgef1b,chr5,99677497,99679247,+,,
Orai1,chr5,123464778,123466354,+,,
Kdm2b,chr5,123464778,123466354,+,,
Gm15848,chr1,132716818,132717880,+,,
Gpr65,chr12,99521315,99521865,+,,
Zfp91,chr19,12869991,12874363,+,,
Lpxn,chr19,12869991,12874363,+,,
Tle3,chr9,61089957,61091660,+,,
Cbx8,chr11,118895678,118895800,+,,
AB041803,chr6,31119498,31119605,+,,
Gramd3,chr18,56615331,56615551,+,,
Lrch3,chr16,32914350,32914643,+,,
Dnajb12,chr10,59373216,59374518,+,,
Rnf19a,chr15,36211941,36212230,+,,
Nkx3-2,chr5,42155919,42158568,+,,
Ankrd13a,chr5,115233332,115234430,+,,
Tfe3,chrX,7339694,7340661,+,,
Hspg2,chr4,137058224,137058330,+,,
Fam107b,chr2,3575194,3575433,+,,
Fam43a,chr16,30645907,30646515,+,,
Egr2,chr10,66999454,67000085,+,,
Gm12066,chr11,24142317,24143560,+,,
Trio,chr15,27854636,27856975,+,,
Hivep3,chr4,119631975,119632234,+,,
Gm12057,chr11,22713313,22716279,+,,
Tank,chr2,61416465,61416740,+,,
Mir142,chr11,87568189,87569430,+,,
A430104N18Rik,chr11,87568189,87569430,+,,
Tbl1xr1,chr3,21834507,21835249,+,,
Haao,chr17,84245567,84245784,+,,
Fancc,chr13,63532617,63533671,+,,
Srd5a3,chr5,76569527,76569714,+,,
5830416P10Rik,chr19,53496879,53500849,+,,
Plcl2,chr17,50656100,50658244,+,,
Mnt,chr11,74642704,74646752,+,,
Cd200,chr16,45389265,45390427,+,,
Fam100b,chr11,116284430,116286081,+,,
Cnot6l,chr5,96591236,96593502,+,,
Ccdc88b,chr19,6932427,6932950,+,,
Myof,chr19,38100112,38101088,+,,
Itpr2,chr6,146157614,146158020,+,,
Chrna9,chr5,66347026,66348353,+,,
Chst11,chr10,82454924,82455351,+,,
Hoxa9,chr6,52175316,52177971,+,,
Fam136b-ps,chr15,31209309,31209726,+,,
SNORA17,chr14,94941066,94941627,+,,
Oxsm,chr14,17005505,17006249,+,,
Cecr5,chr6,120517041,120517951,+,,
Cd69,chr6,129234582,129235005,+,,
Jak2,chr19,29310567,29312475,+,,
Lgmn,chr12,103691411,103692541,+,,
Iglc2,chr16,19179399,19179654,+,,
Enpp6,chr8,48005184,48005962,+,,
Dusp4,chr8,35818444,35819653,+,,
Nfe2l2,chr2,75519930,75521742,+,,
Snx30,chr4,59816400,59816526,+,,
1110054O05Rik,chr4,59816400,59816526,+,,
Rnf44,chr13,54794979,54796380,+,,
Arid5a,chr1,36364149,36366173,+,,
Ncf4,chr15,78074571,78076093,+,,
Lasp1,chr11,97659395,97661586,+,,
Gngt2,chr11,95695043,95697231,+,,
Zfp652,chr11,95695043,95697231,+,,
Pnrc1,chr4,33333709,33335348,+,,
Abi3,chr11,95695043,95697231,+,,
Bmf,chr2,118379892,118380683,+,,
Gm8369,chr19,11565388,11566960,+,,
Nme1,chr11,93829351,93830035,+,,
Gm20390,chr11,93829351,93830035,+,,
Ahr,chr12,36395931,36397651,+,,
Zfp710,chr7,87219505,87220321,+,,
Gm12227,chr11,54540397,54542325,+,,
Laptm5,chr4,130476355,130478805,+,,
Cdc42se2,chr11,54540397,54542325,+,,
Gpr18,chr14,122313228,122315971,+,,
Dusp6,chr10,98723986,98724846,+,,
Ubac2,chr14,122313228,122315971,+,,
Bcor,chrX,11655217,11657146,+,,
Gm12496,chr4,53424985,53425125,+,,
Dleu2,chr14,62299274,62304231,+,,
Exoc2,chr13,30911953,30912304,+,,
Rgs13,chr1,146025542,146025709,+,,
Il1r1,chr1,40318963,40320359,+,,
Slc15a3,chr19,10913500,10914343,+,,
Rbms1,chr2,60718580,60719439,+,,
Atp2a3,chr11,72774839,72775463,+,,
Mapk11,chr15,88977010,88977780,+,,
Lemd3,chr10,120416201,120417628,+,,
Gm20490,chr2,172847225,172848043,+,,
Rbm38,chr2,172847225,172848043,+,,
Gimap8,chr6,48615588,48616472,+,,
Mir196b,chr6,52180674,52182954,+,,
Hoxa9,chr6,52180674,52182954,+,,
9930038K12Rik,chr6,52180674,52182954,+,,
Hoxa10,chr6,52180674,52182954,+,,
Prkab2,chr3,97461974,97462411,+,,
Bbc3,chr7,16898134,16898857,+,,
Foxc1,chr13,31894395,31896203,+,,
Pvt1,chr15,62097053,62097314,+,,
Gm16862,chr17,45883494,45884223,+,,
Itpkb,chr1,182358247,182358505,+,,
Lsm14a,chr7,35172880,35175009,+,,
Gm12764,chr7,35172880,35175009,+,,
Gramd1a,chr7,31934774,31935179,+,,
G630030J09Rik,chr7,31934774,31935179,+,,
Prkcb,chr7,129460727,129461866,+,,
Ppp3ca,chr3,136405680,136406377,+,,
Lcp1,chr14,75586103,75586360,+,,
Hspa5,chr2,34627545,34628988,+,,
Gapvd1,chr2,34627545,34628988,+,,
Uqcrfs1,chr13,30664730,30665443,+,,
Ptma,chr1,88399662,88401342,+,,
Tle3,chr9,61279773,61280209,+,,
Lyn,chr4,3604905,3609115,+,,
Gm17726,chr4,3604905,3609115,+,,
Rbm28,chr6,29114493,29115421,+,,
Dlx1as,chr2,71373557,71376643,+,,
Azin1,chr15,38448733,38448949,+,,
A930011G23Rik,chr5,99792052,99792415,+,,
SNORA9,chr11,6428330,6428882,+,,
Gm11974,chr11,6428330,6428882,+,,
Bbc3,chr7,16893764,16896408,+,,
Rtn4rl1,chr11,75008470,75009615,+,,
Phlda1,chr10,110943142,110943665,+,,
Hoxa7,chr6,52172297,52174468,+,,
Hoxa9,chr6,52172297,52174468,+,,
Syngr2,chr11,117670891,117671594,+,,
RP23-268N22.1,chr11,117670891,117671594,+,,
B230319C09Rik,chr6,83406585,83406957,+,,
Gm15889,chr8,96899550,96901894,+,,
Rap2c,chrX,48371796,48372368,+,,
Nfil3,chr13,53074615,53076259,+,,
Gm11292,chr13,22112004,22113872,+,,
Eif5a,chr11,69732676,69734275,+,,
Gm13876,chr2,103735350,103735460,+,,
Cr2,chr1,197010235,197011753,+,,
Osgin1,chr8,121947751,121947918,+,,
11-Sep,chr5,93565634,93566341,+,,
Plcl2,chr17,50709789,50711275,+,,
Itpkb,chr1,182332821,182335404,+,,
Arl5c,chr11,97860586,97860835,+,,
Irf2bp2,chr8,129118046,129120460,+,,
Nsmaf,chr4,6372059,6372473,+,,
Gm10056,chr4,6372059,6372473,+,,
Sub1,chr15,11943979,11944114,+,,
Ebf1,chr11,44578336,44578889,+,,
Gm2885,chr17,7020497,7020895,+,,
Fchsd2,chr7,108256008,108258769,+,,
Ppp1r16b,chr2,158544798,158545322,+,,
Rasgrp3,chr17,75903996,75906112,+,,
Mir1931,chr10,92623344,92625553,+,,
Cdk17,chr10,92623344,92625553,+,,
Hivep3,chr4,119648978,119651303,+,,
St3gal6,chr16,58481301,58481655,+,,
Grn,chr11,102293488,102293694,+,,
Papolg,chr11,23723099,23723673,+,,
Bmpr2,chr1,59821271,59822248,+,,
Fblim1,chr4,141143120,141143341,+,,
Prdm1,chr10,44246102,44248894,+,,
Arhgef3,chr14,28189227,28189882,+,,
Rfx5,chr3,94757567,94758027,+,,
Pik3r5,chr11,68243466,68244503,+,,
Bcar3,chr3,122109386,122109596,+,,
9530052E02Rik,chr8,11106978,11107359,+,,
Sh3bp5,chr14,32247538,32250300,+,,
SNORA17,chr3,133245960,133246162,+,,
Samsn1,chr16,75919634,75921919,+,,
Cd69,chr6,129223488,129227265,+,,
Irg1,chr14,103436421,103436557,+,,
Thg1l,chr11,45768717,45768957,+,,
Rplp1,chr9,61515081,61516056,+,,
Zmiz2,chr11,6291140,6291853,+,,
D1Ertd622e,chr1,99555978,99556447,+,,
Foxp1,chr6,99137344,99139938,+,,
Sema7a,chr9,57790961,57791326,+,,
Slc28a1,chr7,88299652,88300214,+,,
Ier2,chr8,87183509,87189280,+,,
Gm2529,chr8,87183509,87189280,+,,
Cmya5,chr13,93863512,93864425,+,,
Rapgef1,chr2,29504589,29505876,+,,
Maz,chr7,134170975,134171234,+,,
Gm11874,chr4,16039736,16039852,+,,
Irf4,chr13,30877524,30878644,+,,
Cass4,chr2,172226670,172226792,+,,
Gnb2,chr5,137974557,137974776,+,,
Gm17112,chr5,137974557,137974776,+,,
Epo,chr5,137974557,137974776,+,,
7SK,chr1,193017117,193018031,+,,
Rest,chr5,77718390,77719200,+,,
A230028O05Rik,chr16,25052967,25053563,+,,
Actr3,chr1,127331006,127331702,+,,
AC141471.1,chr18,36077781,36080587,+,,
Gm17407,chr1,179357686,179358973,+,,
Rg9mtd2,chr3,137806107,137808261,+,,
Mttp,chr3,137806107,137808261,+,,
Hmg20a,chr9,56265879,56266644,+,,
C230081A13Rik,chr9,56265879,56266644,+,,
1700113A16Rik,chr3,87981608,87981879,+,,
Trps1,chr15,50658574,50660053,+,,
Slc2a6,chr2,26881659,26884668,+,,
Xpnpep3,chr15,81229895,81230736,+,,
St13,chr15,81229895,81230736,+,,
AC073553.3,chr12,114665684,114665894,+,,
AC073553.2,chr12,114665684,114665894,+,,
AC073553.1,chr12,114665684,114665894,+,,
Gm15621,chr5,124920397,124921294,+,,
Rilpl2,chr5,124920397,124921294,+,,
Ptpn6,chr6,124672676,124675384,+,,
Csde1,chr3,102823846,102825710,+,,
Cdk6,chr5,3494499,3495030,+,,
Acyp1,chr12,86620254,86621618,+,,
Tcp11,chr17,28222011,28222133,+,,
Mef2c,chr13,83195600,83195719,+,,
Pi4ka,chr16,17409263,17409368,+,,
Snap29,chr16,17409263,17409368,+,,
D030054H15Rik,chr17,8085153,8086369,+,,
Ltv1,chr10,12912383,12913164,+,,
Prdm8,chr5,98608750,98614912,+,,
A730035I17Rik,chr5,98608750,98614912,+,,
B630019A10Rik,chr16,23188225,23188337,+,,
Arap1,chr7,108530757,108531290,+,,
Gm20459,chr4,57879395,57880651,+,,
Akap2,chr4,57879395,57880651,+,,
Fcer2a,chr8,3685557,3685709,+,,
Ppp2r4,chr2,30296555,30298355,+,,
Eif2c2,chr15,72979192,72979729,+,,
Rasgrp3,chr17,75864422,75865985,+,,
Itpkb,chr1,182322456,182325273,+,,
Madd,chr2,91022957,91024257,+,,
Nr1h3,chr2,91022957,91024257,+,,
SNORA42,chr15,61370659,61370804,+,,
Cd180,chr13,103479227,103480250,+,,
Mat2a,chr6,72387833,72389697,+,,
Gm15411,chr5,149827056,149828914,+,,
Bcl6,chr16,24151524,24152377,+,,
Pgm2l1,chr7,107375765,107375912,+,,
Faim3,chr1,132760029,132763602,+,,
Csk,chr9,57493326,57493566,+,,
Wwox,chr8,117935386,117936282,+,,
Nktr,chr9,121627706,121628052,+,,
Heg1,chr16,33745682,33745865,+,,
Dok3,chr13,55630457,55631497,+,,
Ceacam19,chr7,20456501,20456837,+,,
Aloxe3,chr11,68935972,68939661,+,,
9130213A22Rik,chr11,68935972,68939661,+,,
Hes7,chr11,68935972,68939661,+,,
Eif2c2,chr15,72948072,72948981,+,,
Edem1,chr6,108775131,108775240,+,,
Baz1a,chr12,56085942,56086394,+,,
Glrx3,chr7,144766857,144768694,+,,
Bcor,chrX,11665929,11666227,+,,
St3gal1,chr15,67004289,67008467,+,,
Dnajb12,chr10,59368782,59371862,+,,
Specc1l,chr10,74762060,74763809,+,,
Apoo,chrX,91609855,91612684,+,,
4932442L08Rik,chrX,91609855,91612684,+,,
Ccrn4l,chr3,51028494,51028854,+,,
E2f2,chr4,135732943,135737768,+,,
U6,chr9,71980771,71981519,+,,
BC049352,chr9,45054262,45054474,+,,
Tnfrsf1b,chr4,144830400,144831620,+,,
Perp,chr10,18642646,18643750,+,,
Ly6e,chr15,74747938,74752012,+,,
Sema7a,chr9,57814284,57815960,+,,
Slc39a13,chr2,90910313,90911248,+,,
Mir9-2,chr13,83874759,83879538,+,,
Hoxa11as,chr6,52194066,52200257,+,,
Hoxa11,chr6,52194066,52200257,+,,
Dlx2,chr2,71380639,71385797,+,,
C130071C03Rik,chr13,83874759,83879538,+,,
Hes5,chr4,154330796,154330993,+,,
Ppp1r18,chr17,36002079,36008683,+,,
Foxc2,chr8,123637320,123638389,+,,
5530401N12Rik,chr17,36002079,36008683,+,,
Nrm,chr17,36002079,36008683,+,,
Gm20388,chr8,123637320,123638389,+,,
Fgfr2,chr7,139912265,139912649,+,,
Fam53b,chr7,139912265,139912649,+,,
Nr1h2,chr7,51809321,51809710,+,,
Vps37b,chr5,124465009,124465156,+,,
Gm17591,chr12,81084206,81084515,+,,
Srrd,chr5,112771958,112772702,+,,
Sorl1,chr9,41931299,41932637,+,,
Smpdl3a,chr10,57514777,57514840,+,,
Hps4,chr5,112771958,112772702,+,,
Ksr1,chr11,78907120,78908173,+,,
Gm16767,chr13,52195382,52195755,+,,
Gm14642,chr2,173234435,173235489,+,,
Swap70,chr7,117364203,117367184,+,,
Cyld,chr8,91220514,91221747,+,,
2310047M10Rik,chr11,68872412,68872881,+,,
9330160F10Rik,chr11,68872412,68872881,+,,
Irf2bp2,chr8,129245603,129246244,+,,
Nbeal2,chr9,110555880,110556910,+,,
Jak2,chr19,29325409,29325942,+,,
Dph5,chr3,115590484,115590798,+,,
Ccdc12,chr9,110555880,110556910,+,,
A930005H10Rik,chr3,115590484,115590798,+,,
Pou2f1,chr1,167843772,167844727,+,,
Fstl3,chr10,79242739,79242959,+,,
Cd86,chr16,36674695,36676271,+,,
Dennd2d,chr3,106277281,106277403,+,,
Esrp1,chr4,11314886,11316482,+,,
Fli1,chr9,32300279,32301755,+,,
Atp2b1,chr10,98304129,98304417,+,,
Leo1,chr9,75280532,75281643,+,,
Pofut1,chr2,153088485,153089079,+,,
Tnfaip8,chr18,50225752,50225918,+,,
Gm11464,chr2,165808105,165808846,+,,
Gm11463,chr2,165808105,165808846,+,,
Ccnl1,chr3,65761095,65762858,+,,
Mreg,chr1,72260231,72262248,+,,
Vav2,chr2,27259529,27261147,+,,
Sec24a,chr11,51569527,51570479,+,,
Car2,chr3,14880393,14880599,+,,
AI427809,chr4,53290980,53291213,+,,
Cnpy3,chr17,46888436,46888681,+,,
Gm16736,chr17,46888436,46888681,+,,
Rap1gds1,chr3,138705553,138705686,+,,
Gm17055,chr6,108607729,108612258,+,,
Bhlhe40,chr6,108607729,108612258,+,,
0610040F04Rik,chr6,108607729,108612258,+,,
Etv6,chr6,133984953,133985936,+,,
Tec,chr5,73208165,73210062,+,,
Lrrfip1,chr1,92949486,92949707,+,,
Sh3bp5,chr14,32215894,32216010,+,,
U1,chr11,87240068,87240500,+,,
Tex14,chr11,87240068,87240500,+,,
Rps19,chr7,25669066,25669781,+,,
Ninj2,chr6,120032302,120033745,+,,
Tomm20,chr8,129405524,129406514,+,,
BC024582,chr4,32651392,32652260,+,,
Bach2,chr4,32651392,32652260,+,,
Tbl1xr1,chr3,21840615,21840833,+,,
Ski,chr4,154574767,154575755,+,,
Lats2,chr14,58390788,58391837,+,,
Tbc1d30,chr10,120752306,120753835,+,,
Nrg4,chr9,55173818,55175521,+,,
AI118078,chr9,55173818,55175521,+,,
Nfat5,chr8,109814376,109818447,+,,
Arid2,chr15,96115323,96117487,+,,
2610037D02Rik,chr15,96115323,96117487,+,,
Fmod,chr1,135957010,135957353,+,,
Slc15a4,chr5,128095791,128096769,+,,
Gm13067,chr4,149433626,149434396,+,,
Sdc4,chr2,164266659,164266875,+,,
Wnt10b,chr15,98603197,98603342,+,,
Iqsec1,chr6,90736426,90737820,+,,
Nuak1,chr10,83574369,83574557,+,,
Rpl35a-ps2,chr1,183177359,183177700,+,,
Unc93b1,chr19,3935947,3936661,+,,
Cyfip2,chr11,46077855,46079662,+,,
Bhlhe40,chr6,108661167,108661774,+,,
Snora78,chr17,24856404,24857337,+,,
